Kecamatan,NPSN,Nama_sekolah,Jenjang,Status,Alamat lengkap,,Telepon,SPP,,Akreditasi,Peserta Didik,Rombel,Guru,Pegawai,R.Kelas,R.Lab,R.Perpus,Pendidik,Tenaga Kependidikan,Gaji Guru,Kurikulum,NPYP,Yayasan,Jumlah Sekolah Naungan Yayasan,Grade Yayasan Sekolah,Pimpinan Yayasan,PIC/Operator,Nomor Telepon_yayasan,Tanggal SK Pendirian,Umur,Tanggal SK Operasional,Sumber Listrik,meter listrik,luas tanah,harga_listrik_per_bulan,Harga Tanah Pasaran per kecamatan,By power (jumlah siswa * spp),alamat lengkap,estimasi harga tanah sekolah,Website,is_website,is_agama,is_surabaya,Telepon_sekolah,Nama_Kepsek,Nama_Operator_Sekolah,Email_sekolah,average peserta didik yayasan,Lintang,Bujur
KEC. PABEAN CANTIAN,20561738,TK AISYIYAH 26,TK,SWASTA,"Jl. Teluk Nibung Timur Vii No.2 , Perak Utara, Kec. Pabean Cantian, Kota Surabaya, Jawa Timur",315044173,031315044173,,,B,62,3,3,1,2,0,1,3,3,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,2010,15,2018,PLN,900,200,367200000,7000000,,"Jl. Pondok Benowo Indah Cb / 02, Babat Jerawat, Kec. Pakal, Kota Surabaya, Jawa Timur",1400000000,-,0,0,1,82139065606,Liza Wahyuni,SHIHIYAH ZUHRITA,tkaisyiyah26sby@gmail.com,184,,
KEC. DUKUH PAKIS,69812648,TK AR RASYID,TK,SWASTA,"Jl. Dukuh Kupang Barat Xvii/24, Dukuh Kupang, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",315044174,031315044174,,,B,21,2,1,1,7,0,0,1,2,,Kurikulum Merdeka,AI7240,Ar Rasyid Madani,1,1,"Hj. Herlina Soesilowati, SE",Herlina Soesilowati,-,2012,13,2020,PLN,2500,180,1020000000,24000000,,"Jl. Bangkingan Timur Ii, Bangkingan, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",4320000000,http://tkar-rasyid.blogspot.com/2010/01/tk-ar-rasyid.html,0,0,1,85105565858,Zahrotun Nisa',TK Ar Rasyid,ar.rasyid2010@gmail.com,21,,
KEC. PAKAL,69812744,TK BUNGA PERTIWI,TK,SWASTA,"Jl. Pondok Benowo Indah Cb / 02, Babat Jerawat, Kec. Pakal, Kota Surabaya, Jawa Timur",315044175,031315044175,,,B,15,2,2,1,2,0,1,2,3,,Kurikulum Merdeka,AH1371,YAYASAN PENDIDIKAN BUNGA PERTIWI,3,2,"TEGUH, SE",KARTIKA DENY ASOKAWATI,-,2009,16,2021,PLN,1300,60,530400000,5700000,,"Jl. Ikan Duyung 42 Surabaya, Perak Barat, Kec. Krembangan, Kota Surabaya, Jawa Timur",342000000,-,0,0,1,82132312717,KARINA BUNGA PRATIWI,KARTIKA DENY ASOKAWATI,bunga.pertiwi1964@gmail.com,21,,
KEC. LAKARSANTRI,70006076,TK AL MUKMIN,TK,SWASTA,"Jl. Bangkingan Timur Ii, Bangkingan, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",315044176,031315044176,,,B,25,2,1,1,2,0,0,1,2,,Kurikulum Merdeka,AX8873,YAYASAN AL MUKMIN SURABAYA,1,1,AGUS RAHMAT SANTOSA HIDAYAT,Siti Alimah,-,2020,5,2020,PLN,4400,684,1795200000,12670000,,"Jl. Rangkah Buntu I / 43A , Rangkah, Kec. Tambaksari, Kota Surabaya, Jawa Timur",8666280000,-,0,1,1,-,"SITI ALIMAH, S.PD",TK AL MUKMIN,tk.almukminsby18@gmail.com,25,,
KEC. KREMBANGAN,20561477,TK BARUNAWATI,TK,SWASTA,"Jl. Ikan Duyung 42 Surabaya, Perak Barat, Kec. Krembangan, Kota Surabaya, Jawa Timur",315044177,031315044177,,,B,61,3,3,1,3,0,1,2,3,,Kurikulum Merdeka,AB5023,BARUNAWATI BIRU SURABAYA,5,5,"Drs. Iwan Sabatini, M. Si",Hananto Wicaksono,313285976,2012,13,2020,PLN,22,0,8976000,9840000,,"Jl. Sutorejo Utara I/M-1, Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",0,-,0,0,1,313524534,Zygot Egamanuar Rachmaputri,"NINAH SAKINAH, S.Pd",tkbarunawati.ybbs@gmail.com,325,,
KEC. TAMBAKSARI,20561042,TKIT MIFTAHUL HUDA,TK,SWASTA,"Jl. Rangkah Buntu I / 43A , Rangkah, Kec. Tambaksari, Kota Surabaya, Jawa Timur",315044178,031315044178,,,A,68,2,2,1,2,0,0,2,3,,Kurikulum Merdeka,AE6912,MASJID MIFTAHUL HUDA,1,1,H. FATCHUL MUID,,-,2006,19,2021,PLN,1300,105,530400000,8570000,,"Jl. Bulaksari Ivb/12, Wonokusumo, Kec. Semampir, Kota Surabaya, Jawa Timur",899850000,-,0,0,1,85733500354,CHUSROTUN,JUNI ERDIANA,miftahulh159@gmail.com,68,,
KEC. MULYOREJO,20558616,TK YPPI II,TK,SWASTA,"Jl. Sutorejo Utara I/M-1, Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",315044179,031315044179,,,A,36,2,2,1,2,0,1,2,3,,Kurikulum Merdeka,AN2244,YAYASAN PENDIDIKAN DAN PENGAJARAN INDONESIA (YPPI),15,10,"Dr. Andry Irwanto, MBA",MARILI,315913553,2011,14,2023,PLN,23000,277,9384000000,15750000,,"Jl. Kupang Indah Ix / 19, Dukuh Kupang, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",4362750000,http://tkyppi2.yppi.sch.id,1,0,1,315938518,MARGARETHA WIDYA ASTUTI,Rosalia Murni,pgtkyppi2@gmail.com,138,,
KEC. SEMAMPIR,20561612,TK AISYIYAH 41,TK,SWASTA,"Jl. Bulaksari Ivb/12, Wonokusumo, Kec. Semampir, Kota Surabaya, Jawa Timur",315044180,031315044180,,,A,92,4,4,1,7,0,0,4,5,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,2008,17,2021,PLN,2200,210,897600000,6670000,,"Jl. Manyar Airdas No. 1 Surabaya, Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",1400700000,-,0,0,1,81231572444,Sri Haryani,Winarnik,tkaisyiyahsby@gmail.com,184,,
KEC. DUKUH PAKIS,20558921,TK MARGIE,TK,SWASTA,"Jl. Kupang Indah Ix / 19, Dukuh Kupang, Kec. Dukuh Pakis, Kota Surabaya, Jawa Timur",315044181,031315044181,,,A,24,2,1,1,5,0,1,1,2,,Kurikulum Merdeka,AI7189,YAYASAN MARGIE,5,5,"PETRUS JANUARDI MARTONO, S.Psi., M.Ed.","Sagita Enggar Triardiyani, S.Pd",317314582,2010,15,2022,PLN,3300,1999,1346400000,24000000,,"Simolawang 6/7, Simokerto, Kec. Simokerto, Kota Surabaya, Jawa Timur",47976000000,http://www.margieschool.com,1,0,1,317314582,SITI AISA,TRI YUNI SUTAMI,mkindergarten4@gmail.com,43,,
KEC. MULYOREJO,20558846,TK TAMAN CERIA,TK,SWASTA,"Jl. Manyar Airdas No. 1 Surabaya, Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",315044182,031315044182,,,A,60,4,4,1,6,0,1,4,5,,Kurikulum Merdeka,AN2224,Persada Prima Surabaya,2,2,"Gayo Sonni Wijaya, ST",Siti Mulyati Canadiantini,5961609,2005,20,2024,PLN,5000,495,2040000000,15750000,,"Jl. Jemur Gayungan Ii No.14 , Gayungan, Kec. Gayungan, Kota Surabaya, Jawa Timur",7796250000,http://tktamanceria.com,1,0,1,315961609,SITI MULYATI CANADIANTINI.SH,Fuji Harnani,taman_ceriia@yahoo.com,42,,
KEC. SIMOKERTO,69812728,TK AISYIYAH 17,TK,SWASTA,"Simolawang 6/7, Simokerto, Kec. Simokerto, Kota Surabaya, Jawa Timur",315044183,031315044183,,,A,116,6,6,1,7,0,0,6,8,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,2014,11,2015,PLN,1300,220,530400000,6680000,,"Jl. Bukit Telaga Golf Tg1 No.10-11, Jeruk, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",1469600000,-,0,0,1,313733281,Kusumawati,AFIFAH FAUZIYYAH,tkaisyiyahbustanulathfal17@gmail.com,184,,
KEC. GAYUNGAN,20561204,TK AISYIYAH BUSTANUL ATHFAL 50,TK,SWASTA,"Jl. Jemur Gayungan Ii No.14 , Gayungan, Kec. Gayungan, Kota Surabaya, Jawa Timur",315044184,031315044184,,,B,28,2,2,1,3,0,0,2,3,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,2012,13,2019,PLN,5500,54,2244000000,10420000,,"Jl. Mojopahit 38, Keputran, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",562680000,-,0,0,1,82244259900,Ulfi Choiriyah,RIZKI RAHMAWATI,surabayatkaisyiyah50@gmail.com,184,,
KEC. LAKARSANTRI,69929872,TK MIDDLETON BY ETONHOUSE,SPK TK,SWASTA,"Jl. Bukit Telaga Golf Tg1 No.10-11, Jeruk, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",315044185,031315044185,,,A,0,0,3,0,0,0,0,3,3,,Kurikulum Internasional,AL8899,Yayasan Edukasi Allia,1,1,Yulia Hakim Judy,NADYA IVANA TJAHJADI,3151160020,2015,10,2021,PLN,,900,0,12670000,,"Jl. Jetis Kulon Viii No.19 B, Wonokromo, Kec. Wonokromo, Kota Surabaya, Jawa Timur",11403000000,http://www.etonhouse.co.id/surabaya,1,0,1,3151160020,,,enquiry.sby@etonhouse.co.id,0,,
KEC. TEGAL SARI,20539220,SMP SANTA KATARINA,SMP,SWASTA,"Jl. Mojopahit 38, Keputran, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",315044186,031315044186,600000,,A,151,6,8,6,6,3,1,8,6,,Kurikulum Merdeka,AN2291,YOHANNES GABRIEL,38,5,Drs. Cornelius Triwidya Tjahja Utama,ERIC LEON LOUHENAPESSY,031-99535811,2011,14,2018,PLN,33000,1092,13464000000,32070000,,"Jl. Raya Sukomanunggal Jaya 33 A, Suko Manunggal, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",35020440000,-,0,1,1,5670961,Rosarina Dyah Pratiwi,LIDWINA DEWI PALMAWANTI SULANNA,smpk.katarina@yahoo.com,149,-7.281800,112.74260
KEC. WONOKROMO,69937292,TK ROUDHOTUL ILMI,TK,SWASTA,"Jl. Jetis Kulon Viii No.19 B, Wonokromo, Kec. Wonokromo, Kota Surabaya, Jawa Timur",315044187,031315044187,,,A,43,2,3,1,8,0,1,3,3,,Kurikulum Merdeka,AE6749,YAYASAN ROUDHOTUL ILMI,1,1,FATCHURRAHMAN,,-,2016,9,2016,PLN,2183,94,890664000,16890000,,"Jl. Jemur Wonosari Lebar 66, Jemur Wonosari, Kec. Wonocolo, Kota Surabaya, Jawa Timur",1587660000,-,0,0,1,81555980665,DURROTUL BADI`AH,Fatchurrahman,roudhotulilmi2018@gmail.com,43,,
KEC. SUKOMANUNGGAL,69763574,KB KRISTEN ELYON,KB,SWASTA,"Jl. Raya Sukomanunggal Jaya 33 A, Suko Manunggal, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",315044188,031315044188,,,A,38,0,2,1,0,0,0,2,3,,Kurikulum Merdeka,,,0,0,-,-,-,2003,22,2018,PLN,197000,4864,80376000000,13750000,,"Jl. Kapas Baru Xi / 6 Surabaya, Kapasmadya Baru, Kec. Tambaksari, Kota Surabaya, Jawa Timur",66880000000,-,0,1,1,317325999,OLIVIA WEOL,-,kbkristen.elyonsuko@yahoo.com,38,,
KEC. WONOCOLO,69812594,TK. MUSLIMAT,TK,SWASTA,"Jl. Jemur Wonosari Lebar 66, Jemur Wonosari, Kec. Wonocolo, Kota Surabaya, Jawa Timur",315044189,031315044189,,,B,56,3,2,1,4,0,0,2,4,,Kurikulum Merdeka,AB4995,LP. MA'ARIF NU KOTA SURABAYA,31,4,"Drs. MOH. KHOLIL, M.Pd.I",MUHAMMAD SHOLIHUDDIN,315317470,2011,14,2021,PLN,2200,129,897600000,8020000,,"Jl. Moro Krembangan I/1 Surabaya, Morokrembangan, Kec. Krembangan, Kota Surabaya, Jawa Timur",1034580000,-,0,0,1,8475800,MAGHFIROH,SELLYYANTI,-,156,,
KEC. TAMBAKSARI,20561146,TK EL - HIJAA,TK,SWASTA,"Jl. Kapas Baru Xi / 6 Surabaya, Kapasmadya Baru, Kec. Tambaksari, Kota Surabaya, Jawa Timur",315044190,031315044190,,,A,202,9,5,1,5,0,0,5,6,,Kurikulum Merdeka,AE6852,EL-HIJAA,1,1,ahmad jaelani,,031 3766784,2011,14,2023,PLN,2200,112,897600000,8570000,,"Griya Babatan Mukti Blok J/32, Babatan, Kec. Wiyung, Kota Surabaya, Jawa Timur",959840000,http://www.facebook.com/tekaelhijaa,1,0,1,313766784,Susana Widarningsih,TK EL-HIJAA,susanaelhijaa@gmail.com,202,,
KEC. KREMBANGAN,20561496,TK TUNAS BAHARI,TK,SWASTA,"Jl. Moro Krembangan I/1 Surabaya, Morokrembangan, Kec. Krembangan, Kota Surabaya, Jawa Timur",315044191,031315044191,,,B,76,2,2,1,4,0,0,2,2,,Kurikulum Merdeka,AE6981,Yayasan Tunas Bahari Morokrembangan,2,2,DJULAIKAH,MUHAMAD TEGAR,-,2012,13,2023,PLN,1300,0,530400000,9840000,,"Jl. Rungkut Asri Tengah Ii No 29, Rungkut Kidul, Kec. Rungkut, Kota Surabaya, Jawa Timur",0,-,0,0,1,81231835772,LILIK DEWI HAMIDAH,siska febiola mustika sari,tk.tunasbahari.1980@gmail.com,113,,
KEC. WIYUNG,69988200,TPA AT TAQWA,TPA,SWASTA,"Griya Babatan Mukti Blok J/32, Babatan, Kec. Wiyung, Kota Surabaya, Jawa Timur",315044192,031315044192,,,A,19,2,2,1,5,0,1,2,3,,Kurikulum Merdeka,AK3119,YAYASAN AT-TAQWA,8,6,Drs. Moedji Hardjo,Syamsu Hidayanto,317524443,2018,7,2021,PLN,22000,341,#N/A,13300000,,"Jl. Sombo No. 36-38 Surabaya, Simolawang, Kec. Simokerto, Kota Surabaya, Jawa Timur",4535300000,http://sekolahattaqwa.com,1,1,1,317521490,NENENG ERIYANA,AHMAD ILHAM ROSYIDI,tpaattaqwawiyung@gmail.com,283,,
KEC. RUNGKUT,69902864,TK KREATIF PRIMAGAMA,TK,SWASTA,"Jl. Rungkut Asri Tengah Ii No 29, Rungkut Kidul, Kec. Rungkut, Kota Surabaya, Jawa Timur",315044193,031315044193,,,B,9,2,2,1,2,0,0,2,3,,Kurikulum Merdeka,AB4725,Alphakid Character Studies Center Surabaya,3,2,Ardhanari Venus,DEA AYU RIASITA,315029664,2015,10,2020,PLN,2200,0,897600000,7760000,,"Jl. Simo Pomahan Rw 2, Simomulyo Baru, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",0,-,0,0,1,3187884796,Pratiwi Ratna Anggraeny,PRATIWI RATNA ANGGRAENY,tkpg_primagamarungkut@yahoo.com,10,,
KEC. SIMOKERTO,20577054,SMPS GHUFRON FAQIH,SMP,SWASTA,"Jl. Sombo No. 36-38 Surabaya, Simolawang, Kec. Simokerto, Kota Surabaya, Jawa Timur",315045230,031315045230,,,B,93,4,9,2,4,2,1,10,3,,Kurikulum Merdeka,AK3157,YAYASAN PENDIDIKAN GHUFRON FAQIH,3,3,H ACHMAD SALIS SH,LI'IZZA DIANA MANZIL,-,2011,14,2024,PLN,6600,1267,2692800000,6680000,,"Jl. W.R.Supratman No.46, Dr. Sutomo, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",8463560000,-,0,0,1,87782928829,Enny Suryaningsih,siti halimatus sadiyah,smpghufronfaqih@gmail.com,117,-7.232700,112.74720
KEC. SUKOMANUNGGAL,20559285,TK TRI MURTI,TK,SWASTA,"Jl. Simo Pomahan Rw 2, Simomulyo Baru, Kec. Sukomanunggal, Kota Surabaya, Jawa Timur",315044195,031315044195,,,B,20,3,3,1,2,0,1,3,4,,Kurikulum Merdeka,AB4855,TRI MURTI,1,1,Sukimin,,-,2001,24,2017,PLN,1300,0,530400000,13750000,,"Jl. Tengger Kandangan I/2 Surabaya, Kandangan, Kec. Benowo, Kota Surabaya, Jawa Timur",0,-,0,0,1,81553884245,NOVICA KUSUMAWATI,novica kusumawati,tktrimurti2015@gmail.com,20,,
KEC. TEGAL SARI,20559090,TK KRISTEN PETRA 1,TK,SWASTA,"Jl. W.R.Supratman No.46, Dr. Sutomo, Kec. Tegal Sari, Kota Surabaya, Jawa Timur",315044196,031315044196,1350000,,A,47,2,4,1,3,0,1,4,5,,Kurikulum Merdeka,AL8874,Perhimpunan Pendidikan dan Pengajaran Kristen Petra,25,6,Ir. Ika Iskandar Itamurti,Lewi Hastuti,031-99022000,2009,16,2018,PLN,32983,1250,13457064000,32070000,,"Jl. Kendangsari 146, Kendangsari, Kec. Tenggilis Mejoyo, Kota Surabaya, Jawa Timur",40087500000,http://tk1.pppkpetra.or.id,1,1,1,315622608,Florentina Maria Noya,Anggraeni Wulansari,tk1@pppkpetra.sch.id,387,,
KEC. BENOWO,69896890,TK JOIN,TK,SWASTA,"Jl. Tengger Kandangan I/2 Surabaya, Kandangan, Kec. Benowo, Kota Surabaya, Jawa Timur",315044197,031315044197,,,A,16,2,2,0,2,0,1,2,2,,Kurikulum Merdeka,AE7074,Join,1,1,Leslie Lambertus.c.Titaley,,-,2015,10,2019,PLN,,115,0,5090000,,#N/A,585350000,-,0,0,1,317410572,RUSIDA,Susi Lestari,annmariayosephine7@gmail.com,16,,
KEC. TENGGILIS MEJOYO,20560755,TK AL - MUFIDAH,TK,SWASTA,"Jl. Kendangsari 146, Kendangsari, Kec. Tenggilis Mejoyo, Kota Surabaya, Jawa Timur",315044198,031315044198,,,B,61,2,3,1,5,0,0,3,4,,Kurikulum Merdeka,,,0,0,-,-,-,1999,26,2013,PLN,1300,150,530400000,10000000,,"Jl. Sidosermo Pdk Iii / 209, Sidosermo, Kec. Wonocolo, Kota Surabaya, Jawa Timur",1500000000,-,0,0,1,-,KHOLIFAH,kholifah,-,61,,
KEC. WONOKROMO,69992188,SMP AL FALAH SURABAYA,SMP,SWASTA,#N/A,315044199,031315044199,1610000,,A,152,6,9,4,8,3,1,8,4,,Kurikulum Internasional,AH1204,Yayasan Masjid Al Falah Surabaya,3,3,"Darmanto, M.Pd",Muhammad Badrus Sholeh,315677961,2018,7,2022,PLN & DIESEL,130000,837,0,16890000,,"Jl. Banjar Sugihan I / 6B Surabaya, Banjar Sugihan, Kec. Tandes, Kota Surabaya, Jawa Timur",14136930000,-,0,1,1,3199536122,Darmanto,Zunarsaf,smpsurabaya@alfalahsby.sch.id,320,#N/A,#N/A
KEC. WONOCOLO,20561429,TK AL AZHAR SYIFA BUDI,TK,SWASTA,"Jl. Sidosermo Pdk Iii / 209, Sidosermo, Kec. Wonocolo, Kota Surabaya, Jawa Timur",315044200,031315044200,,,A,27,2,4,1,4,0,0,4,5,,Kurikulum Merdeka,,,0,0,-,-,-,2001,24,2021,PLN,6600,666,2692800000,8020000,,"Jl. Raya Lidah Wetan Rt 1 Rw 3, Lidah Wetan, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",5341320000,-,0,1,1,318498089,WAHYU NURDIYATI,Udhiah Sholihah,syifabudi_surabaya@yahoo.co.id,27,,
KEC. TANDES,20561977,TK AISYIYAH BUSTANUL ATHFAL 54,TK,SWASTA,"Jl. Banjar Sugihan I / 6B Surabaya, Banjar Sugihan, Kec. Tandes, Kota Surabaya, Jawa Timur",315044201,031315044201,,,B,32,2,2,1,3,0,0,2,3,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,2009,16,2022,PLN,1300,90,530400000,8890000,,"Jl. Perum Kehakiman Blok D.13, Babat Jerawat, Kec. Pakal, Kota Surabaya, Jawa Timur",800100000,-,0,0,1,81515151152,ANA SULASMI,"Yuni Sustiani, S.Pd",tk54banjarsugihan@gmail.com,184,,
KEC. LAKARSANTRI,20560774,TK SAWUNGGALING,TK,SWASTA,"Jl. Raya Lidah Wetan Rt 1 Rw 3, Lidah Wetan, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",315044202,031315044202,,,B,24,2,2,1,4,0,1,2,4,,Kurikulum Merdeka,AK3147,yayasan pendidikan sawunggaling surabaya,1,1,RINA RESTY YUNIAR SH,,-,2011,14,2021,PLN,900,350,367200000,12670000,,"Sidotopo Sekolahan 12 No.19, Sidotopo, Kec. Semampir, Kota Surabaya, Jawa Timur",4434500000,-,0,0,1,81336452633,Rahayu Minarsih,TK sawunggaling,y.sawunggalingsurabaya@yahoo.com,24,,
KEC. PAKAL,20560496,TK MARDI SIWI,TK,SWASTA,"Jl. Perum Kehakiman Blok D.13, Babat Jerawat, Kec. Pakal, Kota Surabaya, Jawa Timur",315044203,031315044203,,,B,31,2,4,1,3,0,1,4,5,,Kurikulum Merdeka,AH1361,YAYASAN TK MARDI SIWI,1,1,Hj. SULISTIJAH,,317430159,1999,26,2023,PLN,900,36,367200000,5700000,,"Jl. Cipunegara No.61, Darmo, Kec. Wonokromo, Kota Surabaya, Jawa Timur",205200000,-,0,0,1,81231210018,NENY NURAINI,NENY NURAINI,mardisiwi66@gmail.com,31,,
KEC. SEMAMPIR,69812757,TK INSAN AL HIDAYAH,TK,SWASTA,"Sidotopo Sekolahan 12 No.19, Sidotopo, Kec. Semampir, Kota Surabaya, Jawa Timur",315044204,031315044204,,,B,33,2,2,1,2,0,0,2,3,,Kurikulum Merdeka,AL8950,INSAN AL HIDAYAH,1,1,AKHMAD NUBEL,,-,2012,13,2021,PLN,900,0,367200000,6670000,,"Jl. Mansion Park Blok Mp-6 / 01, Jeruk, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",0,-,0,1,1,85101448864,Siti Maisaroh,"Ari Wijayanti, S.pd",insanalhidayahtk@gmail.com,33,,
KEC. WONOKROMO,69856842,TK LIYA,TK,SWASTA,"Jl. Cipunegara No.61, Darmo, Kec. Wonokromo, Kota Surabaya, Jawa Timur",315044205,031315044205,,,B,14,2,2,1,5,0,1,2,3,,Kurikulum Merdeka,,,0,0,,,,2016,9,2019,PLN,1300,0,530400000,16890000,,,0,http://liyacipu.blogsport.com,1,0,1,315660223,Frida Catur Rokhmawati,AMINATUS ZUHRIYAH,liyacipu@gmail.com,14,,
KEC. LAKARSANTRI,69812588,TK KRISTEN CITRA KUDUS,TK,SWASTA,"Jl. Mansion Park Blok Mp-6 / 01, Jeruk, Kec. Lakarsantri, Kota Surabaya, Jawa Timur",315044206,031315044206,,,B,14,3,3,1,3,0,0,3,4,,Kurikulum Merdeka,AK3146,YAYASAN FAJAR KASIH KARUNIA,1,1,"HENDRIK TRIANTOKO, S.Pd",HENDRIK TRIANTOKO,-,2013,12,2021,PLN,1500,180,612000000,12670000,,"Jl. Indrapura No.122 A , Krembangan Utara, Kec. Pabean Cantian, Kota Surabaya, Jawa Timur",2280600000,-,0,1,1,81217037072,MARIA TERIFENA PENI,TK Citra Kudus,citrakudus79@gmail.com,14,,
KEC. TENGGILIS MEJOYO,20560749,TK KRISTEN ELEOS,TK,SWASTA,"Jl. Kutisari Indah Utara Ii / 59, Kutisari, Kec. Tenggilis Mejoyo, Kota Surabaya, Jawa Timur",315044207,031315044207,,,B,28,2,2,1,2,0,0,2,3,,Kurikulum Merdeka,AB5190,YAYASAN ELEOS INDONESIA,2,2,Ir.Kristianto Suwandi,Nur Cahaya Ndraha,Belum Tersedia,2015,10,2021,PLN,10,418,4080000,10000000,,"Jl. Laguna Kejawan Putih Selatan Mu I No. 1-2 Pakuwon City , Kejawen Putih Tambak, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",4180000000,-,0,1,1,318410894,patrisiah fitnah subekti,patrisiah fitnah subekti,tkeleos2013@gmail.com,28,,
KEC. PABEAN CANTIAN,20561742,TK AISYIYAH BUSTANUL ATHFAL 46,TK,SWASTA,"Jl. Indrapura No.122 A , Krembangan Utara, Kec. Pabean Cantian, Kota Surabaya, Jawa Timur",315044208,031315044208,,,A,111,5,6,1,5,0,0,6,6,,Kurikulum Merdeka,AB4930,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,"Dikky Syadqomullah, M.HES",Danang Ardiyanto,031-5472759,2003,22,2022,PLN,900,72,367200000,7000000,,"Jl. Kalisari Selatan I Kav K-1 / 5, Kalisari, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",504000000,-,0,0,1,313521751,NAILUR RIF'AH,Suci Rachmawati,tkaisyah.sby@gmail.com,184,,
KEC. MULYOREJO,70034416,TK GUANG MING,TK,SWASTA,"Jl. Laguna Kejawan Putih Selatan Mu I No. 1-2 Pakuwon City , Kejawen Putih Tambak, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",315044209,031315044209,,,B,16,2,1,1,2,0,0,1,3,,Kurikulum Merdeka,AX0656,YAYASAN ADI BINA DHARMA HATI,3,3,"Tan, Edwin Tanzil",Lilawati,031 5626067,2021,4,2022,PLN,33000,3360,13464000000,15750000,,"Kedinding Lor Gg.Teratai No.10, Tanah Kali Kedinding, Kec. Kenjeran, Kota Surabaya, Jawa Timur",52920000000,http://www.guangmingsby.com,1,0,1,88231460690,Lo Stany Budianto,LILAWATI,-,16,,
KEC. MULYOREJO,20558866,TK KRISTEN GLORIA 3,TK,SWASTA,"Jl. Kalisari Selatan I Kav K-1 / 5, Kalisari, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",315044210,031315044210,400000,,B,92,10,11,2,15,0,1,11,11,,Kurikulum Merdeka,AW8325,YAYASAN PENDIDIKAN KRISTEN GLORIA,14,5,HERLAMBANG JAYA,Geraldo Pandega Latumahina,317346901,2010,15,2022,PLN & DIESEL,15000,5000,6120000000,15750000,,"Jl. Margodadi Vi / 7, Gundih, Kec. Bubutan, Kota Surabaya, Jawa Timur",78750000000,http://www.gloriaschool.org,1,1,1,315910077,YENLIANA WIJAYA,James Nicolaus,tutk3_2.gloria@yahoo.com,287,,
KEC. KENJERAN,20577105,TK BUNDA GHIFARI,TK,SWASTA,"Kedinding Lor Gg.Teratai No.10, Tanah Kali Kedinding, Kec. Kenjeran, Kota Surabaya, Jawa Timur",315044211,031315044211,,,A,66,4,4,2,2,0,0,4,2,,Kurikulum Merdeka,,,0,0,-,-,-,2013,12,2023,PLN,900,117,367200000,9390000,,"Jl. Raya Rungkut Mapan Fc 1, Gunung Anyar, Kec. Gununganyar, Kota Surabaya, Jawa Timur",1098630000,-,0,0,1,8123160042,MAYTY RENNY WOWOR,LA STEFY,steffilala1995@gmail.com,66,,
